"Id","Title","Score","AnswerCount","CommentCount","cluster"
12410,"How to do prediction from a linear regression?",0,2,6,5
12411,"How to choose the best ROC?",2,1,7,7
12412,"How do you generate ROC curves for leave-one-out cross validation?",1,1,3,7
12415,"Assessing and testing inter-rater agreement with kappa statistic on a set of binary and Likert items?",4,2,2,4
12417,"Genetic algorithm for parameter estimation",3,2,2,5
12420,"Specification of a random slopes model with two grouping factors",3,2,0,1
12421,"Generative vs. discriminative",9,2,1,8
12425,"Creating a ""certainty score"" from the votes in random forests?",7,3,2,8
12432,"How to deal with non-normality in MANOVA?",1,0,4,4
12435,"How to calculate forecast error (confidence intervals) for ongoing periods?",5,1,0,8
12438,"How to obtain the variance of my dependent variable in a linear regression with R?",3,1,3,2
12440,"How to add covariants to GEE analysis in SPSS",0,0,0,4
12443,"Probability of hitting tails",4,1,4,3
12445,"How to calculate if the between-subject variability is significant given repeated measurements?",2,0,1,3
12446,"Is there an R package for a multinomial repeated measures logistic regression with 3 levels of the dependent variable?",2,3,0,5
12448,"Multiple imputation using SPSS",2,0,1,4
12453,"What test do I use in order to analyze a within participants repeated measure experiment?",1,1,4,4
12460,"Variability of a curve with 4 parameters",1,1,9,3
12461,"How to specify the null hypothesis in hypothesis testing",7,4,1,3
12465,"R code for two sample t-test in case of equal variances",2,1,3,8
12466,"Examples of text mining with R (tm package)",7,1,1,1
12469,"Segmented nonlinear regression in R?",1,1,3,5
12471,"Interpreting average linkage clustering results in SPSS",1,2,0,4
12477,"In what ways do data mining and machine learning competitions aid/detract from these academic fields and their commercial applications?",2,0,3,1
12484,"Constrained linear regression through a specified point",4,1,5,8
12485,"Perform simple regression without raw data",3,1,0,8
12488,"Calculating the probability that demographic trends happened by chance",1,2,0,8
12490,"Lognormal distribution using binned or grouped data",3,1,0,2
12492,"When does a logistic regression model have a unique solution?",3,2,5,3
12494,"What is the variance of the sum of components of a multivariate normal distribution?",2,1,1,2
12495,"k-means implementation with custom distance matrix in input",1,2,3,8
12498,"Outlier detection for generic time series",4,2,3,7
12508,"""Importance"" metric for discrete variable value",1,0,7,5
12510,"Sample size to achieve given confidence level",4,0,6,3
12512,"Sample size for actual vs backtested performance",4,1,4,8
12513,"Choosing the number of latin hypercube samples",5,0,1,3
12514,"Probit - multivariate",0,0,3,7
12515,"Expected value of the natural log of a ratio of variances",4,0,7,5
12517,"What are the mean and variance for the Gamma distribution?",3,1,5,5
12519,"Supervised learning approaches which can accommodate a supervisory signal composed of multiple dependent continuous variables?",3,1,1,1
12521,"Comparing backtesting returns with real trading returns",3,1,0,6
12523,"MCMC when the density involves integration over a simplex",1,1,0,3
12524,"Reading recommendation on using statistical analysis in online fraud prevention",2,0,1,2
12525,"Is there a way to maximize/minimize a custom function in R?",8,3,0,4
12526,"Best imputation method for stochastic noisy data?",1,2,0,7
12529,"Difference between Hausdorff and earth mover (EMD) distance",2,2,2,5
12534,"calculate the Probability density fonction of the absolute difference of two random variable",0,0,2,8
12535,"Measuring probability that 2 sample originate from the same population",0,0,0,4
12546,"Software package to solve L-infinity norm linear regression",3,3,6,6
12547,"Appropriate test for testing a pair of random binomial variables",0,1,5,3
12549,"What order preserving transformation makes data more evenly spread, decreasing the peak, and fattening the tails of the distribution?",0,1,2,4
12553,"Question about variance/standard deviation",0,0,0,3
12554,"How to make glmnet give the same results as glm?",1,1,1,5
12556,"How to calculate variance?",0,0,1,2
12558,"Comparing correlation coefficients",5,2,0,5
12562,"Equivalence between least squares and MLE in Gaussian model",4,1,4,4
12563,"Truncated random effect model",0,1,2,4
12566,"Whats on the causal path?",1,3,1,4
12567,"Examples of when confidence interval and credible interval coincide",4,1,0,2
12569,"Kernel PCA vs. k-means",2,1,0,3
12570,"Searching for geometric network dataset",0,0,6,2
12573,"Calculating the transfer entropy in R",2,1,3,2
12575,"Hierarchical modeling in R",2,0,2,3
12576,"What is the name for a ""typical"" range of values?",1,2,2,4
12580,"Interpretation of two-way clustering in R",0,2,0,3
12582,"Finding average settling value after step response",3,1,4,7
12586,"What data should be given for the result of a design of experiments with response surface?",1,0,0,2
12587,"Should I use repeated measures ANOVA? Or which other SPSS test should I use?",0,2,6,8
12588,"Appropriate error bars for repeated-measurements designs",4,2,2,6
12590,"Fitting a special mixed model in R - alternatives to optim()",4,0,3,5
12592,"Comparing relative frequencies between two groups",2,1,1,7
12594,"Shewhart's method for working out ""sigma"" of a sample of lead times",1,1,3,2
12597,"Mean when computing correlation between samples of unequal size",4,2,6,7
12599,"What are some applications of Chinese restaurant processes?",5,2,0,7
12602,"Why does bootstrapping the residuals from a mixed effects model yield anti-conservative confidence intervals?",5,1,6,5
12604,"k-means quick cluster analysis error in SPSS",0,0,5,2
12605,"Measures of variable importance in random forests",2,1,2,7
12606,"What if I know for sure that my target variable is not normally but Beta distributed?",2,2,2,5
12610,"How to get a weighted-estimate for mean difference?",1,0,2,7
12611,"Weighted community analysis in R",0,0,2,8
12612,"How to model the sum of Bernoulli random variables for dependent data?",4,2,3,3
12615,"Software to plot a log graph",3,4,0,8
12618,"How to use gradient to obtain critical points of Time series?",0,0,4,7
12622,"Multiple simulations of a system under different conditions - paired data?",2,1,0,8
12623,"Predicting cluster of a new object with kmeans in R",0,1,0,4
12627,"Can an observed variable be the parent of a latent variable in a Bayesian network?",0,1,0,6
12629,"Is there a test of monotony, convexity or concavity?",5,1,1,6
12637,"Efficient parametrization of the covariance matrix with some covariances constrained to zero",3,1,0,2
12641,"Addressing model uncertainty",12,4,0,6
12642,"Understanding variance estimators",3,2,6,5
12643,"Can I have an example of pairwise comparisons of data against a within-subject factor?",3,1,2,8
12645,"How to sample uniformly from an intersection of simplices?",3,2,0,1
12647,"Assuming two Gaussian distributions of equal mean and variance, then how different can we expect the top X members of each group to be?",4,1,6,3
12648,"Assigning class to the cases after K means cluster analysis (SPSS)",0,1,5,7
12651,"Box-Jenkins model selection",7,2,4,2
12654,"Calculating event probabilities in mixed, discrete/continuous distributions",2,1,2,8
12656,"Unit testing sampling methods",4,0,0,4
12661,"How to do 'normalization'?",0,1,2,3
12663,"Test in R of whether three or more correlations from independent samples are equal",4,1,1,4
12665,"Comparison of positive predictive value between two models",4,0,4,4
12670,"Data APIs/feeds available as packages in R",30,2,3,7
12673,"Formula for weighted simple linear regression",3,1,1,3
12675,"How to combine 2 different observations to improve state estimates?",2,1,0,4
12676,"Notion of orthogonality in clustering",0,1,5,8
12678,"probability question",1,2,9,7
12681,"Software for making semi variograms and analyses?",3,4,2,4
12683,"How to combine three different scores",1,0,6,3
12687,"Deep learning vs. Decision trees and boosting methods",8,1,0,5
12700,"How to to calculate the topic distribution of a document",2,0,5,7
12702,"What are the measure for accuracy of multilabel data?",2,1,1,7
12703,"Systematic way of choosing a threshold?",0,0,5,3
12704,"What distribution function might describe the following statistical experiments?",2,2,4,4
12706,"How to deal with negative coefficients in logistic regression",1,0,13,7
12709,"Multilevel regression using lmer function in R and Stata",2,2,4,5
12710,"Comparing fatality rates",2,0,1,1
12712,"How to handle gaps in a time series when doing GAMM?",2,1,4,4
12714,"General questions about a mixed repeated measures model",1,0,0,7
12715,"Should quantitative predictors be transformed  to be normally distributed?",1,1,2,5
12721,"Multicategory choice model with given categories",6,1,9,5
12724,"DerivativeCheck fails with minFunc",3,2,1,4
12725,"Detect multi-punch responses in SPSS syntax?",1,1,3,1
12726,"Calculating 2D Confidence Regions from MCMC Samples",1,0,0,6
12733,"Compute the probability of a lower value in the elements of a timeseries",0,0,2,5
12734,"calculate the rate of change",2,1,0,3
12736,"Easy resources for funnel plot",0,1,0,8
12739,"A/B testing in Python or R",3,1,2,3
12741,"calculating conditional probability-bayes rule",0,0,0,5
12742,"Sampling random numbers from a distribution with asymmetric confidence intervals generated by a bootstrapped estimate",2,4,3,5
12743,"Estimating population average models in lmer or geepack",0,1,2,2
12748,"Looking for help identifing outliers in a pilot study to guide future hypothesis testing",2,2,0,2
12749,"Best fitness metric for long term data",0,0,2,1
12750,"Inferences about non-overlapping lines",1,1,0,6
12753,"Forcing variable selection to keep certain predictor in R",1,0,3,7
12754,"Matching loss function for tanh units in a neural net",1,2,2,5
12756,"How to make R's gamm work faster? ",6,2,9,6
12759,"Best practices for density estimation of discrete & continuous random variables",4,2,0,1
12762,"Measure of spread of a multivariate normal distribution",5,3,3,6
12763,"Robust multivariate Gaussian fit in R",6,0,1,1
12765,"Paired, repeated-measures ANOVA or a mixed model?",5,2,0,6
12768,"Three-level hierarchical regression using lmer",2,2,0,8
12769,"How much RAM is needed for simulation studies using R?",0,3,6,7
12772,"How to test the predictive power of a model?",3,2,0,2
12777,"Fitting distributions, goodness of fit, p-value. Is it possible to do this with Scipy (Python)?",5,1,2,4
12779,"How to create one synthetic variable from 5 measured variables",1,1,4,7
12781,"Tukey's Hinges: Grouping Data",2,1,1,4
12783,"How do hidden units in a Boltzmann Machine enforce this parity constraint?",4,1,0,4
12784,"Matching training and testing datasets",1,0,2,3
12787,"How do I determine how well a dataset approximates a distribution?",5,1,0,6
12788,"How should a dynamic Adwords bidding algorithm optimize keyword bids for maximum profit?",0,0,1,7
12789,"Difference between loadings and correlations between observed variables and factor saved scores in factor analysis ",2,1,0,8
12790,"What's the appropriate spss test?",2,4,0,7
12796,"How to test the statistical significance of AUC?",4,0,12,5
